                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.29201,                0.41625,                0.20653,                0.92165,                      1,                      1,                  0.995,                0.92382,                      1,                      1,                  0.995,                0.93313,                0.53578,                0.52924,                0.25947,                 1.0756,              0.0014595,              0.0014595,              0.0014595
                     73,                0.29093,                0.44033,                0.20439,                0.94037,                      1,                      1,                  0.995,                0.95052,                      1,                      1,                  0.995,                0.95247,                 0.4317,                0.49498,                0.21066,                 0.9278,              0.0014455,              0.0014455,              0.0014455
                     74,                0.30383,                0.42775,                0.20825,                0.93467,                      1,                      1,                  0.995,                0.96972,                      1,                      1,                  0.995,                 0.9711,                0.35621,                0.46767,                0.24184,                0.85337,              0.0014315,              0.0014315,              0.0014315
                     75,                0.28832,                0.42888,                0.20393,                0.92469,                      1,                      1,                  0.995,                0.93761,                      1,                      1,                  0.995,                0.96725,                0.38027,                0.49797,                0.22482,                0.88596,              0.0014174,              0.0014174,              0.0014174
                     76,                0.27728,                0.41348,                0.20158,                0.91241,                      1,                      1,                  0.995,                0.94959,                      1,                      1,                  0.995,                0.95268,                0.41211,                 0.4492,                0.26134,                0.90226,              0.0014032,              0.0014032,              0.0014032
                     77,                0.29334,                 0.4127,                0.21023,                0.93489,                      1,                      1,                  0.995,                0.92036,                      1,                      1,                  0.995,                0.94776,                0.49404,                0.43647,                0.26913,                 1.0402,              0.0013889,              0.0013889,              0.0013889
                     78,                0.29705,                0.44782,                0.21933,                 0.9345,                      1,                      1,                  0.995,                0.94705,                      1,                      1,                  0.995,                0.93325,                 0.4787,                0.50723,                0.23831,                  1.103,              0.0013744,              0.0013744,              0.0013744
                     79,                0.28082,                0.44804,                0.20937,                0.91986,                      1,                      1,                  0.995,                0.95039,                      1,                      1,                  0.995,                0.94904,                0.47903,                0.42339,                0.24271,                 1.1639,              0.0013599,              0.0013599,              0.0013599
                     80,                0.28987,                0.51374,                0.21193,                0.92501,                      1,                      1,                  0.995,                0.93022,                      1,                      1,                  0.995,                0.95625,                0.43973,                0.45034,                0.22622,                0.91988,              0.0013454,              0.0013454,              0.0013454
                     81,                0.29626,                0.44715,                0.20221,                0.91538,                      1,                      1,                  0.995,                0.92504,                      1,                      1,                  0.995,                0.94607,                0.37342,                 0.4624,                0.22983,                0.84834,              0.0013307,              0.0013307,              0.0013307
                     82,                0.28061,                 0.4296,                0.18948,                0.92412,                      1,                      1,                  0.995,                0.95261,                      1,                      1,                  0.995,                0.96034,                0.37566,                0.52776,                0.20474,                0.85144,              0.0013159,              0.0013159,              0.0013159
                     83,                0.28799,                0.41944,                0.19998,                0.92894,                      1,                      1,                  0.995,                0.92725,                      1,                      1,                  0.995,                0.96155,                0.43248,                0.52936,                0.29402,                0.86306,              0.0013011,              0.0013011,              0.0013011
                     84,                0.26894,                0.42026,                0.18959,                0.90399,                      1,                      1,                  0.995,                0.97321,                      1,                      1,                  0.995,                0.95775,                0.39401,                0.46724,                0.23066,                0.83929,              0.0012862,              0.0012862,              0.0012862
                     85,                0.27956,                0.40818,                0.19705,                0.92466,                      1,                      1,                  0.995,                0.91492,                      1,                      1,                  0.995,                0.93213,                0.52789,                0.43171,                0.24006,                 1.1038,              0.0012712,              0.0012712,              0.0012712
                     86,                0.26677,                0.39648,                0.18674,                0.90942,                      1,                      1,                  0.995,                0.94376,                      1,                      1,                  0.995,                0.95484,                0.47641,                0.40861,                 0.3003,                0.98856,              0.0012562,              0.0012562,              0.0012562
                     87,                0.26065,                0.40056,                  0.185,                0.89656,                      1,                      1,                  0.995,                0.94792,                      1,                      1,                  0.995,                0.97538,                 0.4601,                0.42651,                0.24091,                 1.0823,              0.0012411,              0.0012411,              0.0012411
                     88,                0.24592,                0.38944,                0.18148,                0.90445,                      1,                      1,                  0.995,                0.95292,                      1,                      1,                  0.995,                0.96496,                0.45469,                0.47515,                0.25576,                 1.0711,               0.001226,               0.001226,               0.001226
                     89,                0.25399,                0.39792,                0.19028,                0.90768,                      1,                      1,                  0.995,                0.96138,                      1,                      1,                  0.995,                0.96792,                0.36797,                0.47555,                0.21625,                0.97268,              0.0012108,              0.0012108,              0.0012108
                     90,                0.26049,                0.38816,                0.18008,                0.91351,                      1,                      1,                  0.995,                0.91735,                      1,                      1,                  0.995,                0.95052,                0.42109,                0.51714,                0.21546,                0.92367,              0.0011955,              0.0011955,              0.0011955
                     91,                0.26084,                0.39297,                0.18333,                0.90524,                      1,                      1,                  0.995,                0.91789,                      1,                      1,                  0.995,                0.93635,                0.45075,                0.44678,                0.22026,                  1.045,              0.0011802,              0.0011802,              0.0011802
                     92,                0.26864,                0.40406,                0.17301,                0.88478,                      1,                      1,                  0.995,                0.93795,                      1,                      1,                  0.995,                0.92725,                0.47889,                0.44148,                0.23058,                 1.1131,              0.0011649,              0.0011649,              0.0011649
                     93,                0.25149,                0.39372,                0.18258,                0.91016,                      1,                      1,                  0.995,                0.93117,                      1,                      1,                  0.995,                0.93517,                0.46674,                0.41512,                0.23536,                0.91678,              0.0011495,              0.0011495,              0.0011495
                     94,                  0.266,                0.40369,                0.18416,                0.89989,                      1,                      1,                  0.995,                0.96425,                      1,                      1,                  0.995,                0.97458,                0.31307,                0.47632,                0.20849,                0.82338,              0.0011341,              0.0011341,              0.0011341
                     95,                0.24614,                0.39641,                0.16817,                0.88748,                      1,                      1,                  0.995,                0.94528,                      1,                      1,                  0.995,                0.95278,                0.38238,                0.45661,                0.26576,                0.86637,              0.0011186,              0.0011186,              0.0011186
                     96,                0.25744,                 0.3895,                0.18691,                 0.9112,                      1,                      1,                  0.995,                0.94191,                      1,                      1,                  0.995,                0.97618,                0.36754,                0.41197,                 0.2389,                0.87214,              0.0011032,              0.0011032,              0.0011032
                     97,                0.22946,                0.37438,                0.16664,                0.89957,                      1,                      1,                  0.995,                 0.9239,                      1,                      1,                  0.995,                0.95742,                0.41577,                0.43931,                0.25045,                 0.9203,              0.0010877,              0.0010877,              0.0010877
                     98,                0.25601,                0.37989,                0.17968,                0.90518,                      1,                      1,                  0.995,                0.92335,                      1,                      1,                  0.995,                0.94035,                0.48593,                0.42694,                0.21976,                 1.0134,              0.0010722,              0.0010722,              0.0010722
                     99,                 0.2508,                0.38027,                0.17754,                0.89905,                      1,                      1,                  0.995,                0.95668,                      1,                      1,                  0.995,                0.97867,                0.38052,                0.41091,                0.23286,                0.84012,              0.0010566,              0.0010566,              0.0010566
