                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                 1.0197,                  1.172,                0.66774,                0.95831,                0.83333,                0.64493,                0.71122,                0.56816,                0.83333,                0.64493,                0.71122,                0.53946,                0.97983,                 1.1386,                0.66853,                0.85555,              0.0010845,              0.0010845,              0.0010845
                     84,                 0.9943,                 1.1956,                0.65988,                0.95323,                    0.8,                0.72826,                0.75113,                0.58202,                    0.8,                0.72826,                0.75113,                0.48475,                0.89114,                 1.1287,                0.67929,                0.85662,               0.001072,               0.001072,               0.001072
                     85,                0.99271,                 1.1466,                0.66049,                0.96429,                   0.75,                0.64493,                0.68358,                0.54959,                   0.75,                0.64493,                0.68358,                0.51563,                0.95538,                 1.1054,                0.79321,                0.87916,              0.0010596,              0.0010596,              0.0010596
                     86,                 0.9826,                 1.1429,                0.65835,                 0.9501,                   0.75,                0.62319,                0.70028,                0.53725,                   0.75,                0.62319,                0.70028,                0.51105,                 0.9334,                 1.1562,                0.76645,                0.91457,               0.001047,               0.001047,               0.001047
                     87,                0.96894,                 1.1378,                0.65044,                0.94736,                      1,                0.72826,                  0.864,                0.67558,                      1,                0.72826,                  0.864,                0.64066,                0.86623,                 1.0919,                0.66986,                0.88839,              0.0010345,              0.0010345,              0.0010345
                     88,                0.94995,                 1.1427,                0.65608,                0.95164,                0.85326,                0.72826,                 0.7819,                0.59751,                0.85326,                0.72826,                 0.7819,                0.55632,                0.90932,                 1.1595,                0.72709,                0.85347,              0.0010218,              0.0010218,              0.0010218
                     89,                 0.9379,                 1.1274,                0.62841,                0.94673,                      1,                0.72826,                  0.864,                0.65458,                      1,                0.72826,                  0.864,                0.62039,                0.86966,                 1.0789,                0.61347,                0.87828,              0.0010092,              0.0010092,              0.0010092
                     90,                0.95158,                 1.1181,                 0.6412,                0.95636,                0.78449,                0.53986,                0.63042,                0.49345,                0.78449,                0.53986,                0.63042,                0.47167,                0.92447,                 1.1868,                0.76982,                0.95931,             0.00099646,             0.00099646,             0.00099646
                     91,                 0.9573,                 1.1408,                0.63735,                0.96116,                0.86161,                0.54693,                0.64122,                0.53852,                0.86161,                0.54693,                0.64122,                0.46213,                0.88422,                 1.2226,                0.76025,                0.91667,              0.0009837,              0.0009837,              0.0009837
                     92,                0.94736,                 1.1397,                0.63898,                 0.9582,                    0.7,                0.64493,                0.67183,                0.55746,                    0.7,                0.64493,                0.67183,                0.49759,                0.91169,                 1.1677,                0.75344,                0.88433,             0.00097092,             0.00097092,             0.00097092
                     93,                0.96711,                 1.1512,                0.64776,                 0.9612,                0.81159,                0.64493,                0.73822,                0.57716,                0.81159,                0.64493,                0.73822,                0.52485,                 0.9325,                  1.204,                0.71088,                0.90001,              0.0009581,              0.0009581,              0.0009581
                     94,                 0.9909,                 1.1337,                0.63749,                0.93723,                  0.875,                0.72826,                0.79088,                0.60265,                  0.875,                0.72826,                0.79088,                0.53406,                0.95421,                 1.2098,                0.71075,                0.88784,             0.00094526,             0.00094526,             0.00094526
